tunnel_id,label,rr,A_frequency,AAAA_frequency,CNAME_frequency,TXT_frequency,MX_frequency,NS_frequency,NULL_frequency,rr_count,distinct_ip,unique_ttl,total_queries,rr_type,encoding_type,chunking_strategy,subdomain_pattern,timing_pattern,domain_used,success_rate,bytes_out_total,bytes_in_total,accepted
895,0,0.391304347826087,0.391304347826087,0.0,,0.4782608695652174,,,,21.652173913043477,2,13,23,"{'TXT', 'A', 'CNAME', 'MX', 'NS'}",none,none,benign,,homefieldapparel.com,1.0,1481.0,15911.0,1
896,0,0.2,0.2,0.2,,0.35,,,,21,0,1,20,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX', 'NULL', 'NS'}",none,none,benign,,njmb295adcu2cjiyxo.io,1.0,1308.0,13070.0,1
897,0,0.2631578947368421,0.2631578947368421,0.10526315789473684,,0.5263157894736842,,,,21,0,19,19,"{'TXT', 'A', 'AAAA', 'MX', 'NULL'}",none,none,benign,,tplink-5f678ce8.home,1.0,1223.0,12537.0,1
898,0,0.2962962962962963,0.2962962962962963,0.037037037037037035,,0.5185185185185185,,,,21,0,4,27,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL'}",none,none,benign,,arvahost.com,1.0,1525.0,17315.0,1
899,0,0.29411764705882354,0.29411764705882354,0.08823529411764706,,0.5,,,,21,0,3,34,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL', 'NS'}",none,none,benign,,13haber.com,1.0,1881.0,21727.0,1
900,0,0.391304347826087,0.391304347826087,0.17391304347826086,,0.34782608695652173,,,,21.565217391304348,2,4,23,"{'TXT', 'A', 'NS', 'AAAA'}",none,none,benign,,wellplated.kit.com,1.0,1440.0,15146.0,1
901,0,0.36363636363636365,0.36363636363636365,0.06060606060606061,,0.3939393939393939,,,,21,0,1,33,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL', 'NS'}",none,none,benign,,lsk8o4m5n1lwixy60igmg.org,1.0,2293.0,22293.0,1
902,0,0.2903225806451613,0.2903225806451613,0.0967741935483871,,0.5483870967741935,,,,21,0,2,31,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL'}",none,none,benign,,f6df60wji7ykyjw8u73.net,1.0,2091.0,20532.0,1
903,0,0.3333333333333333,0.3333333333333333,0.09090909090909091,,0.48484848484848486,,,,21,0,1,33,"{'TXT', 'A', 'AAAA', 'NULL', 'NS'}",none,none,benign,,njmb295adcu2cjiyxo.io,1.0,2164.0,21561.0,1
904,0,0.4444444444444444,0.4444444444444444,0.1388888888888889,,0.25,,,,22.97222222222222,1,23,36,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX', 'NULL', 'NS'}",none,none,benign,,100mile.co.kr,1.0,2069.0,24228.0,1
905,0,0.47619047619047616,0.47619047619047616,0.09523809523809523,,0.3333333333333333,,,,21,0,18,21,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX'}",none,none,benign,,esp32-da41d3a0.internal,1.0,1416.0,13967.0,1
906,0,0.3076923076923077,0.3076923076923077,0.038461538461538464,,0.4230769230769231,,,,21,1,5,26,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX', 'NULL'}",none,none,benign,,pixel-vx7195bk5hi6.amazonads.com,1.0,1990.0,17758.0,1
907,0,0.3684210526315789,0.3684210526315789,0.0,,0.42105263157894735,,,,23.105263157894736,1,6,19,"{'TXT', 'A', 'CNAME', 'MX', 'NS'}",none,none,benign,,9063233.fls.doubleclick.net,1.0,1355.0,13801.0,1
908,0,0.22727272727272727,0.22727272727272727,0.045454545454545456,,0.4090909090909091,,,,21.318181818181817,2,7,22,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL', 'NS'}",none,none,benign,,qattus.com,1.0,1203.0,13474.0,1
909,0,0.42857142857142855,0.42857142857142855,0.08571428571428572,,0.37142857142857144,,,,21.257142857142856,0,8,35,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL'}",none,none,benign,,homefieldapparel.com,1.0,2255.0,24159.0,1
910,0,0.38461538461538464,0.38461538461538464,0.15384615384615385,,0.34615384615384615,,,,21,0,13,26,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX'}",none,none,benign,,mc.ntg.co,1.0,1388.0,16737.0,1
911,0,0.5454545454545454,0.5454545454545454,0.045454545454545456,,0.36363636363636365,,,,21,0,5,22,"{'TXT', 'A', 'NS', 'AAAA'}",none,none,benign,,pixel-x5w0g86lutnn.msft.com,1.0,1574.0,14775.0,1
912,0,0.375,0.375,0.16666666666666666,,0.375,,,,21,0,8,24,"{'TXT', 'A', 'AAAA', 'NULL', 'NS'}",none,none,benign,,beacon-8wriqsr9db4z.msft.com,1.0,1740.0,16185.0,1
913,0,0.2631578947368421,0.2631578947368421,0.05263157894736842,,0.42105263157894735,,,,21,0,2,19,"{'TXT', 'A', 'AAAA', 'MX', 'NULL'}",none,none,benign,,zdegyywiraecre.xyz,1.0,1184.0,12499.0,1
914,0,0.4,0.4,0.1,,0.5,,,,21,0,4,10,"{'TXT', 'A', 'AAAA'}",none,none,benign,,cn.artscad.com,1.0,581.0,6732.0,1
915,0,0.52,0.52,0.08,,0.36,,,,23,0,18,25,"{'NULL', 'TXT', 'A', 'AAAA'}",none,none,benign,,esp8266-d475cfd3.local,1.0,1657.0,19740.0,1
916,0,0.2608695652173913,0.2608695652173913,0.08695652173913043,,0.5652173913043478,,,,21,0,6,23,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL'}",none,none,benign,,ivory.co.uk,1.0,1272.0,15144.0,1
917,0,0.3939393939393939,0.3939393939393939,0.12121212121212122,,0.3939393939393939,,,,21,0,2,33,"{'NULL', 'TXT', 'A', 'AAAA'}",none,none,benign,,njmb295adcu2cjiyxo.io,1.0,2159.0,21534.0,1
918,0,0.47058823529411764,0.47058823529411764,0.058823529411764705,,0.4411764705882353,,,,21,0,22,34,"{'CNAME', 'TXT', 'A', 'AAAA'}",none,none,benign,,tplink-5f678ce8.home,1.0,2190.0,22404.0,1
919,0,0.42857142857142855,0.42857142857142855,0.08571428571428572,,0.3142857142857143,,,,21.542857142857144,2,22,35,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX', 'NULL', 'NS'}",none,none,benign,,homefieldapparel.com,1.0,2250.0,24153.0,1
920,0,0.4,0.4,0.13333333333333333,,0.36666666666666664,,,,23.2,1,31,30,"{'TXT', 'A', 'AAAA', 'MX', 'NULL'}",none,none,benign,,100mile.co.kr,1.0,1718.0,20483.0,1
921,0,0.36666666666666664,0.36666666666666664,0.03333333333333333,,0.4,,,,21,0,3,30,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX', 'NULL'}",none,none,benign,,f6df60wji7ykyjw8u73.net,1.0,2023.0,19857.0,1
922,0,0.2962962962962963,0.2962962962962963,0.14814814814814814,,0.4074074074074074,,,,21,0,19,27,"{'CNAME', 'TXT', 'A', 'AAAA'}",none,none,benign,,mc.ntg.co,1.0,1442.0,17401.0,1
923,0,0.25,0.25,0.03571428571428571,,0.6071428571428571,,,,21,0,2,28,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX', 'NULL'}",none,none,benign,,13haber.com,1.0,1554.0,17902.0,1
924,0,0.2727272727272727,0.2727272727272727,0.045454545454545456,,0.5,,,,21,0,3,22,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX', 'NULL'}",none,none,benign,,zdegyywiraecre.xyz,1.0,1378.0,14483.0,1
925,0,0.3684210526315789,0.3684210526315789,0.10526315789473684,,0.3684210526315789,,,,21.36842105263158,2,11,19,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL'}",none,none,benign,,qattus.com,1.0,1036.0,11610.0,1
926,0,0.2903225806451613,0.2903225806451613,0.06451612903225806,,0.45161290322580644,,,,21,0,1,31,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX', 'NULL', 'NS'}",none,none,benign,,lsk8o4m5n1lwixy60igmg.org,1.0,2153.0,20944.0,1
927,0,0.18518518518518517,0.18518518518518517,0.14814814814814814,,0.5925925925925926,,,,21.333333333333332,2,9,27,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL'}",none,none,benign,,wellplated.kit.com,1.0,1686.0,17833.0,1
928,0,0.3103448275862069,0.3103448275862069,0.06896551724137931,,0.41379310344827586,,,,21,0,4,29,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX', 'NULL', 'NS'}",none,none,benign,,arvahost.com,1.0,1636.0,18596.0,1
929,0,0.29411764705882354,0.29411764705882354,0.17647058823529413,,0.35294117647058826,,,,23.235294117647058,1,12,34,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX', 'NULL'}",none,none,benign,,9063233.fls.doubleclick.net,1.0,2426.0,24895.0,1
930,0,0.375,0.375,0.125,,0.4166666666666667,,,,21,1,7,24,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX'}",none,none,benign,,pixel-vx7195bk5hi6.amazonads.com,1.0,1833.0,16281.0,1
931,0,0.42857142857142855,0.42857142857142855,0.0,,0.42857142857142855,,,,21,0,8,21,"{'CNAME', 'TXT', 'A'}",none,none,benign,,beacon-8wriqsr9db4z.msft.com,1.0,1520.0,14158.0,1
932,0,0.32,0.32,0.0,,0.48,,,,21,1,8,25,"{'TXT', 'A', 'CNAME', 'MX', 'NULL'}",none,none,benign,,ivory.co.uk,1.0,1381.0,16218.0,1
933,0,0.3,0.3,0.05,,0.4,,,,21,0,15,20,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL', 'NS'}",none,none,benign,,esp32-da41d3a0.internal,1.0,1347.0,13319.0,1
934,0,0.42857142857142855,0.42857142857142855,0.047619047619047616,,0.3333333333333333,,,,23,0,17,21,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL', 'NS'}",none,none,benign,,esp8266-d475cfd3.local,1.0,1391.0,16588.0,1
935,0,0.3333333333333333,0.3333333333333333,0.125,,0.4166666666666667,,,,21,0,8,24,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL'}",none,none,benign,,pixel-x5w0g86lutnn.msft.com,1.0,1717.0,16149.0,1
936,0,0.34782608695652173,0.34782608695652173,0.0,,0.391304347826087,,,,21,0,4,23,"{'TXT', 'A', 'CNAME', 'NULL', 'NS'}",none,none,benign,,cn.artscad.com,1.0,1341.0,15507.0,1
937,0,0.47619047619047616,0.47619047619047616,0.09523809523809523,,0.23809523809523808,,,,23,0,18,21,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX', 'NULL', 'NS'}",none,none,benign,,esp8266-d475cfd3.local,1.0,1396.0,16593.0,1
938,0,0.4230769230769231,0.4230769230769231,0.11538461538461539,,0.38461538461538464,,,,21,0,18,26,"{'TXT', 'A', 'AAAA', 'MX', 'NS'}",none,none,benign,,mc.ntg.co,1.0,1391.0,16716.0,1
939,0,0.23076923076923078,0.23076923076923078,0.19230769230769232,,0.4230769230769231,,,,23.192307692307693,1,37,26,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX'}",none,none,benign,,100mile.co.kr,1.0,1493.0,17794.0,1
940,0,0.2727272727272727,0.2727272727272727,0.13636363636363635,,0.45454545454545453,,,,21.363636363636363,2,6,22,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL', 'NS'}",none,none,benign,,homefieldapparel.com,1.0,1416.0,15165.0,1
941,0,0.2916666666666667,0.2916666666666667,0.16666666666666666,,0.4166666666666667,,,,21,0,22,24,"{'TXT', 'A', 'AAAA', 'NULL', 'NS'}",none,none,benign,,esp32-da41d3a0.internal,1.0,1618.0,15980.0,1
942,0,0.38095238095238093,0.38095238095238093,0.09523809523809523,,0.42857142857142855,,,,21,0,2,21,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL'}",none,none,benign,,arvahost.com,1.0,1186.0,13464.0,1
943,0,0.4074074074074074,0.4074074074074074,0.07407407407407407,,0.3333333333333333,,,,21,0,1,27,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL', 'NS'}",none,none,benign,,zdegyywiraecre.xyz,1.0,1690.0,17758.0,1
944,0,0.24,0.24,0.12,,0.56,,,,21,0,3,25,"{'AAAA', 'TXT', 'A', 'NULL'}",none,none,benign,,njmb295adcu2cjiyxo.io,1.0,1637.0,16340.0,1
945,0,0.34615384615384615,0.34615384615384615,0.038461538461538464,,0.38461538461538464,,,,21.384615384615383,2,7,26,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL', 'NS'}",none,none,benign,,wellplated.kit.com,1.0,1618.0,17059.0,1
946,0,0.3684210526315789,0.3684210526315789,0.10526315789473684,,0.42105263157894735,,,,21,1,5,19,"{'CNAME', 'TXT', 'A', 'AAAA'}",none,none,benign,,ivory.co.uk,1.0,1049.0,12428.0,1
947,0,0.16,0.16,0.32,,0.28,,,,21,0,1,25,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL', 'NS'}",none,none,benign,,13haber.com,1.0,1387.0,16009.0,1
948,0,0.30434782608695654,0.30434782608695654,0.17391304347826086,,0.34782608695652173,,,,21,0,2,23,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX', 'NULL'}",none,none,benign,,lsk8o4m5n1lwixy60igmg.org,1.0,1594.0,15538.0,1
949,0,0.25,0.25,0.1,,0.45,,,,21,0,11,20,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL', 'NS'}",none,none,benign,,beacon-8wriqsr9db4z.msft.com,1.0,1451.0,13500.0,1
950,0,0.3157894736842105,0.3157894736842105,0.10526315789473684,,0.2631578947368421,,,,21,0,13,19,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX', 'NULL', 'NS'}",none,none,benign,,tplink-5f678ce8.home,1.0,1226.0,12549.0,1
951,0,0.4642857142857143,0.4642857142857143,0.03571428571428571,,0.42857142857142855,,,,23.071428571428573,1,7,28,"{'TXT', 'A', 'AAAA', 'MX', 'NULL'}",none,none,benign,,9063233.fls.doubleclick.net,1.0,2002.0,20338.0,1
952,0,0.35294117647058826,0.35294117647058826,0.14705882352941177,,0.3235294117647059,,,,21,1,12,34,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL', 'NS'}",none,none,benign,,pixel-vx7195bk5hi6.amazonads.com,1.0,2593.0,23113.0,1
953,0,0.3448275862068966,0.3448275862068966,0.06896551724137931,,0.3793103448275862,,,,21,0,10,29,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL', 'NS'}",none,none,benign,,cn.artscad.com,1.0,1697.0,19556.0,1
954,0,0.5882352941176471,0.5882352941176471,0.08823529411764706,,0.23529411764705882,,,,21.58823529411765,2,10,34,"{'CNAME', 'TXT', 'A', 'AAAA'}",none,none,benign,,qattus.com,1.0,1851.0,20889.0,1
955,0,0.2727272727272727,0.2727272727272727,0.12121212121212122,,0.3939393939393939,,,,21,0,15,33,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX', 'NULL', 'NS'}",none,none,benign,,pixel-x5w0g86lutnn.msft.com,1.0,2360.0,22197.0,1
956,0,0.17391304347826086,0.17391304347826086,0.21739130434782608,,0.43478260869565216,,,,21,0,1,23,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL'}",none,none,benign,,f6df60wji7ykyjw8u73.net,1.0,1552.0,15257.0,1
957,0,0.2413793103448276,0.2413793103448276,0.1724137931034483,,0.4827586206896552,,,,21,0,2,29,"{'TXT', 'A', 'AAAA', 'NULL', 'NS'}",none,none,benign,,njmb295adcu2cjiyxo.io,1.0,1898.0,18951.0,1
958,0,0.375,0.375,0.08333333333333333,,0.375,,,,23,0,20,24,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX'}",none,none,benign,,esp8266-d475cfd3.local,1.0,1596.0,18986.0,1
959,0,0.2857142857142857,0.2857142857142857,0.08571428571428572,,0.45714285714285713,,,,21,0,16,35,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL'}",none,none,benign,,pixel-x5w0g86lutnn.msft.com,1.0,2500.0,23547.0,1
960,0,0.47619047619047616,0.47619047619047616,0.047619047619047616,,0.3333333333333333,,,,21.523809523809526,2,9,21,"{'TXT', 'A', 'AAAA', 'NULL', 'NS'}",none,none,benign,,qattus.com,1.0,1143.0,12817.0,1
961,0,0.17857142857142858,0.17857142857142858,0.14285714285714285,,0.5714285714285714,,,,21.678571428571427,0,11,28,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX', 'NS'}",none,none,benign,,homefieldapparel.com,1.0,1805.0,19529.0,1
962,0,0.38095238095238093,0.38095238095238093,0.09523809523809523,,0.47619047619047616,,,,21,0,1,21,"{'TXT', 'A', 'NS', 'AAAA'}",none,none,benign,,13haber.com,1.0,1164.0,13414.0,1
963,0,0.43333333333333335,0.43333333333333335,0.16666666666666666,,0.26666666666666666,,,,21,0,1,30,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL'}",none,none,benign,,lsk8o4m5n1lwixy60igmg.org,1.0,2082.0,20259.0,1
964,0,0.5,0.5,0.03333333333333333,,0.3,,,,21,0,26,30,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL'}",none,none,benign,,mc.ntg.co,1.0,1601.0,19277.0,1
965,0,0.4230769230769231,0.4230769230769231,0.11538461538461539,,0.2692307692307692,,,,21,0,19,26,"{'AAAA', 'TXT', 'A', 'NULL'}",none,none,benign,,tplink-5f678ce8.home,1.0,1670.0,17141.0,1
966,0,0.3448275862068966,0.3448275862068966,0.0,,0.3448275862068966,,,,21,0,2,29,"{'TXT', 'A', 'CNAME', 'MX', 'NULL', 'NS'}",none,none,benign,,f6df60wji7ykyjw8u73.net,1.0,1954.0,19196.0,1
967,0,0.35714285714285715,0.35714285714285715,0.07142857142857142,,0.4642857142857143,,,,21,0,17,28,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX', 'NS'}",none,none,benign,,esp32-da41d3a0.internal,1.0,1889.0,18636.0,1
968,0,0.2916666666666667,0.2916666666666667,0.08333333333333333,,0.4166666666666667,,,,23.375,1,32,24,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX', 'NULL', 'NS'}",none,none,benign,,100mile.co.kr,1.0,1379.0,16572.0,1
969,0,0.5666666666666667,0.5666666666666667,0.06666666666666667,,0.3333333333333333,,,,21,0,3,30,"{'CNAME', 'TXT', 'A', 'AAAA'}",none,none,benign,,arvahost.com,1.0,1691.0,19199.0,1
970,0,0.3103448275862069,0.3103448275862069,0.20689655172413793,,0.3448275862068966,,,,21,0,9,29,"{'TXT', 'A', 'AAAA', 'MX', 'NULL', 'NS'}",none,none,benign,,beacon-8wriqsr9db4z.msft.com,1.0,2099.0,19550.0,1
971,0,0.25925925925925924,0.25925925925925924,0.14814814814814814,,0.37037037037037035,,,,21,0,1,27,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX', 'NULL'}",none,none,benign,,zdegyywiraecre.xyz,1.0,1683.0,17772.0,1
972,0,0.32,0.32,0.12,,0.4,,,,21,1,3,25,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL', 'NS'}",none,none,benign,,ivory.co.uk,1.0,1387.0,16393.0,1
973,0,0.3076923076923077,0.3076923076923077,0.11538461538461539,,0.5,,,,21.423076923076923,2,10,26,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX'}",none,none,benign,,wellplated.kit.com,1.0,1620.0,17091.0,1
974,0,0.34782608695652173,0.34782608695652173,0.08695652173913043,,0.4782608695652174,,,,23.304347826086957,1,9,23,"{'TXT', 'A', 'AAAA', 'MX', 'NULL'}",none,none,benign,,9063233.fls.doubleclick.net,1.0,1641.0,16897.0,1
975,0,0.3448275862068966,0.3448275862068966,0.0,,0.4827586206896552,,,,21,1,14,29,"{'TXT', 'A', 'CNAME', 'NULL', 'NS'}",none,none,benign,,pixel-vx7195bk5hi6.amazonads.com,1.0,2214.0,19724.0,1
976,0,0.5,0.5,0.045454545454545456,,0.36363636363636365,,,,21,0,11,22,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL'}",none,none,benign,,cn.artscad.com,1.0,1283.0,14805.0,1
977,0,0.26666666666666666,0.26666666666666666,0.13333333333333333,,0.5333333333333333,,,,21,0,21,30,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL'}",none,none,benign,,tplink-5f678ce8.home,1.0,1932.0,19803.0,1
978,0,0.36666666666666664,0.36666666666666664,0.16666666666666666,,0.36666666666666664,,,,21,0,2,30,"{'TXT', 'A', 'AAAA', 'MX', 'NULL', 'NS'}",none,none,benign,,lsk8o4m5n1lwixy60igmg.org,1.0,2086.0,20257.0,1
979,0,0.2857142857142857,0.2857142857142857,0.047619047619047616,,0.6190476190476191,,,,21.333333333333332,2,11,21,"{'AAAA', 'TXT', 'A', 'NULL'}",none,none,benign,,wellplated.kit.com,1.0,1306.0,13784.0,1
980,0,0.2857142857142857,0.2857142857142857,0.03571428571428571,,0.4642857142857143,,,,21.285714285714285,2,20,28,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX', 'NULL'}",none,none,benign,,qattus.com,1.0,1528.0,16947.0,1
981,0,0.5161290322580645,0.5161290322580645,0.16129032258064516,,0.1935483870967742,,,,21,0,1,31,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL'}",none,none,benign,,13haber.com,1.0,1719.0,19800.0,1
982,0,0.4838709677419355,0.4838709677419355,0.06451612903225806,,0.3870967741935484,,,,21.548387096774192,1,17,31,"{'TXT', 'A', 'AAAA', 'CNAME', 'MX'}",none,none,benign,,homefieldapparel.com,1.0,1995.0,21489.0,1
983,0,0.45,0.45,0.25,,0.2,,,,21,1,4,20,"{'TXT', 'A', 'AAAA', 'CNAME', 'NS'}",none,none,benign,,ivory.co.uk,1.0,1108.0,13086.0,1
984,0,0.27586206896551724,0.27586206896551724,0.13793103448275862,,0.5172413793103449,,,,21,0,17,29,"{'TXT', 'A', 'AAAA', 'MX', 'NULL'}",none,none,benign,,beacon-8wriqsr9db4z.msft.com,1.0,2103.0,19549.0,1
985,0,0.45454545454545453,0.45454545454545453,0.045454545454545456,,0.4090909090909091,,,,21,0,11,22,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL'}",none,none,benign,,pixel-x5w0g86lutnn.msft.com,1.0,1575.0,14780.0,1
986,0,0.32142857142857145,0.32142857142857145,0.03571428571428571,,0.42857142857142855,,,,21,0,2,28,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL', 'NS'}",none,none,benign,,njmb295adcu2cjiyxo.io,1.0,1832.0,18291.0,1
987,0,0.36363636363636365,0.36363636363636365,0.13636363636363635,,0.4090909090909091,,,,21,0,1,22,"{'TXT', 'A', 'AAAA', 'CNAME', 'NULL'}",none,none,benign,,zdegyywiraecre.xyz,1.0,1377.0,14479.0,1
988,0,0.27586206896551724,0.27586206896551724,0.13793103448275862,,0.41379310344827586,,,,23.482758620689655,1,47,29,"{'TXT', 'A', 'AAAA', 'MX', 'NULL', 'NS'}",none,none,benign,,100mile.co.kr,1.0,1664.0,20167.0,1
989,0,0.16666666666666666,0.16666666666666666,0.125,,0.5833333333333334,,,,21,0,1,24,"{'TXT', 'A', 'AAAA', 'NULL', 'NS'}",none,none,benign,,arvahost.com,1.0,1350.0,15392.0,1
