tunnel_id,seed,encoding_type,chunking_strategy,timing_pattern,insert_position,label,pos_mutation,enc_mutation,chk_mutation,tim_mutation,config_signature
607,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
608,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
609,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
610,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
611,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
612,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
613,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
614,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
615,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
616,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
617,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
618,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
619,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
620,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
621,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
622,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
623,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
624,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
625,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
626,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
627,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
628,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
629,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
630,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
631,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
632,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
633,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
634,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
635,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
636,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
637,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
638,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
639,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
640,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
641,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
642,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
643,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
644,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
645,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
646,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
647,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
648,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
649,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
650,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
651,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
652,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
653,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
654,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
655,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
656,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
657,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
658,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
659,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
660,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
661,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
662,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
663,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
664,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
665,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
666,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
667,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
668,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
669,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
670,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
671,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
672,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
673,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
674,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
675,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
676,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
677,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
678,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
679,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
680,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
681,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
682,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
683,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
684,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
685,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
686,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
687,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
688,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
689,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
690,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
691,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
692,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
693,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
694,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
695,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
696,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
697,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
698,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
699,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
700,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
701,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
702,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
703,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
704,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
705,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
706,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
707,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
708,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
709,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
710,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
711,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
712,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
713,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
714,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
715,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
716,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
717,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
718,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
719,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
720,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
721,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
722,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
723,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
724,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
725,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
726,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
727,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
728,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
729,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
730,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
731,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
732,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
733,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
734,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
735,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
736,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
737,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
738,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
739,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
740,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
741,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
742,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
743,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
744,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
745,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
746,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
747,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
748,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
749,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
750,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
751,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
752,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
753,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
754,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
755,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
756,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
757,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
758,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
759,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
760,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
761,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
762,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
763,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
764,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
765,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
766,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
767,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
768,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
769,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
770,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
771,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
772,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
773,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
774,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
775,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
776,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
777,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
778,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
779,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
780,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
781,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
782,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
783,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
784,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
785,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
786,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
787,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
788,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
789,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
790,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
791,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
792,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
793,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
794,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
795,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
796,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
797,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
798,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
799,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
800,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
801,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
802,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
803,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
804,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
805,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
806,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
807,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
808,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
809,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
810,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
811,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
812,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
813,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
814,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
815,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
816,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
817,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
818,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
819,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
820,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
821,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
822,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
